,id,name,nation,capability,total,first,goal,assist,yellow_card,red_card
0,50267479,伊斯梅拉-萨尔 ,塞内加尔,78,39,39,12,4,6,0
1,50265413,丹尼斯,尼日利亚,74,0,0,0,0,0,0
2,50204017,伊萨克-苏克塞斯,尼日利亚,70,10,3,1,0,2,0
3,50205114,厄特博,尼日利亚,71,0,0,0,0,0,0
4,50450879,K. Sibo,加纳,,0,0,0,0,0,0
5,50139269,特罗斯特-埃孔,尼日利亚,73,33,32,1,0,2,0
6,50169865,马西纳,摩洛哥,74,26,22,2,0,4,0
