,id,name,nation,capability,total,first,goal,assist,yellow_card,red_card
0,50082061,扎哈,科特迪瓦,82,31,29,11,2,6,0
1,50066788,乔丹-阿尤,加纳,75,35,24,1,3,4,0
2,50116365,施卢普,加纳,75,28,16,2,3,3,0
3,50038098,库亚特,塞内加尔,78,37,35,1,0,4,0
